編號,名稱,地區,類型,地區/大樓,地址,緯度,經度,營業時間,評分,每人價位,GoogleMaps連結,核實日期
438,梅玄 うめげん(松本玄米菜食),中部,玄米自然食マクロビ｜全素 Vegan,松本・三溝（上高地線沿線）,長野県松本市三溝(上高地線),36.222,137.905,11:30-16:00；多日公休(去前先確認),Vegewel 收錄,"約 ¥1,500","https://www.google.com/maps/search/?api=1&query=36.222,137.905",2026-07-28
439,JoGeSaYu 上下左右(vegan廣島燒),廣島,vegan壽司/廣島燒/天丼(菜道主廚監修)｜全素 Vegan,廣島・大手町,広島市中区大手町2-7-1 1F,34.388,132.4555,11:30-15:00・17:00-22:00;不定休,評高(fooddiversity),"午晚 ¥1,500–2,500","https://www.google.com/maps/search/?api=1&query=34.388,132.4555",2026-07-29
440,お好み焼 長田屋 NAGATA-YA,廣島,廣島燒(蔬食友善・點vegan版避魚粉),廣島・平和公園（原爆ドーム旁）,広島市中区大手町1-7-19,34.3953,132.4537,午11:00-售完(建議先電洽),Tabelog 3.5+,"約 ¥1,000–1,500","https://www.google.com/maps/search/?api=1&query=34.3953,132.4537",2026-07-29
441,お好み村 祿 Roku,廣島,廣島燒(蔬食友善・需去魚粉/柴魚),廣島・新天地（お好み村4F）,広島市中区新天地5-13 お好み村4F,34.3924,132.4602,11:30-14:30・17:30-23:00;不定休,店主通英語,"約 ¥1,000–1,500","https://www.google.com/maps/search/?api=1&query=34.3924,132.4602",2026-07-29
442,割烹旅館 山一別館(宮島vegan會席),廣島,和食(蔬食友善・vegan會席需預約),宮島（渡輪碼頭正前方）,廿日市市宮島町1162-4,34.2985,132.3208,平日11:00-14:00・17:00-21:00／週日祝11:00-15:00・17:00-20:30,旅館直營,會席(需預約),"https://www.google.com/maps/search/?api=1&query=34.2985,132.3208",2026-07-29
443,Plant-Based Cafe PEACH(岡山),廣島,植物性洋食(預約制)｜全素 Vegan,岡山・表町,岡山市北区表町3-20-7 K&K表町ビル1F,34.6588,133.9295,11:30-24:00,評好,"約 ¥1,500–2,500","https://www.google.com/maps/search/?api=1&query=34.6588,133.9295",2026-07-29
444,CBD green(岡山),廣島,大豆肉vegan餐｜全素 Vegan,岡山・本町（岡山站徒步4分）,岡山市北区本町2-4,34.664,133.9195,"約11:30-20:00(公休依店家,建議先電洽)",Vegewel 收錄,"約 ¥1,500","https://www.google.com/maps/search/?api=1&query=34.664,133.9195",2026-07-29
445,Café NATURE カフェナチュール(倉敷),廣島,古民家有機咖啡(蔬食友善),倉敷・美觀地區,倉敷市阿知2-25-43,34.5962,133.772,7:30-17:30,okayamastyle 收錄,"約 ¥1,000–1,500","https://www.google.com/maps/search/?api=1&query=34.5962,133.772",2026-07-29
446,然味 SAMI(倉敷),廣島,創新融合(蔬食友善・可全素客製確認柴魚),倉敷・美觀地區（倉敷物語館旁）,倉敷市本町2-15,34.5975,133.7748,三〜五12:00-15:00・18:00-21:00／六日祝加8:00-10:30;週一二休,官網,套餐(建議預約),"https://www.google.com/maps/search/?api=1&query=34.5975,133.7748",2026-07-29
447,Natural-style Cafe(倉敷),廣島,自然食咖啡(蔬食友善),倉敷・美觀（阿知2）,倉敷市阿知2-23-18,34.5968,133.7723,11:30-16:00;週一休,—,"約 ¥1,000–1,500","https://www.google.com/maps/search/?api=1&query=34.5968,133.7723",2026-07-29
448,グランヴィア広島 瀬戸内(vegan會席),廣島,和食會席(蔬食友善・vegan會席預約),廣島站直結,広島市南区松原町1-5,34.3975,132.4755,午晚(依飯店),飯店直營,會席(需預約),"https://www.google.com/maps/search/?api=1&query=34.3975,132.4755",2026-07-29
449,Vegeto・LIKO ベジトリコ(仙台),東北,植物性餐廳/便當(蔬食友善・確認蛋奶),仙台・一番町,宮城県仙台市青葉区一番町2-6-16 シントウビル2F別館,38.263,140.874,火〜木9:30-17:00・金土-22:00・日-16:00；週一休,IG @vegeto.liko,"約 ¥1,000–1,500","https://www.google.com/maps/search/?api=1&query=38.263,140.874",2026-07-29
450,おひさまや(仙台自然食堂),東北,自然食堂マクロビ(蔬食友善・確認柴魚),仙台・青葉区中央,宮城県仙台市青葉区中央4-8-17,38.257,140.877,平日11:00-18:00・土-17:00；日月休,官網,"約 ¥1,380","https://www.google.com/maps/search/?api=1&query=38.257,140.877",2026-07-29
451,VEGETARIAN CAFE LOONEY(盛岡),東北,咖啡食堂(全植物/無麩質)｜全素 Vegan,盛岡・津志田南,岩手県盛岡市津志田南2-6-15,39.667,141.152,11:00-17:00(LO16:30);全年無休,Hachidory 良,"約 ¥1,080","https://www.google.com/maps/search/?api=1&query=39.667,141.152",2026-07-29
452,one.natural ワンナチュラル(弘前),東北,糀・自然食(蔬食友善・vegan需預約),青森・弘前,青森県弘前市春日町36-12 プレシャスガーデンD,40.61468,140.46615,11:00-售完為止；日祝不定休,官網,"約 ¥1,200–1,800","https://www.google.com/maps/search/?api=1&query=40.61468,140.46615",2026-07-29
453,ao time + アオタイム(弘前純素),東北,自然農法純素料理｜全素 Vegan,青森・弘前（豊原）,青森県弘前市豊原2丁目,40.615,140.485,11:00-16:00,資料少,"約 ¥1,200–1,800","https://www.google.com/maps/search/?api=1&query=40.615,140.485",2026-07-29
454,ニコル食堂(山形),東北,無添加惣菜食堂(蔬食友善・確認魚だし),山形・山形市（江俣）,山形県山形市江俣4-3-13,38.283,140.339,平日11:00-18:00・土-15:00；日休,官網,"約 ¥1,000–1,500","https://www.google.com/maps/search/?api=1&query=38.283,140.339",2026-07-29
455,月と星 つきとほし(上山溫泉),東北,高台景觀咖啡(蔬食友善・大豆肉),山形・上山葉山溫泉（名月荘旁）,山形県上山市葉山溫泉街,38.156,140.246,營業時間見官網；不定休,官網,"約 ¥1,500","https://www.google.com/maps/search/?api=1&query=38.156,140.246",2026-07-29
456,おやさい食堂 shima(高松),四國,在地蔬菜食堂(蔬食友善・確認高湯),高松・市區（瓦町/田町）,香川県高松市田町1-11 TEN to SEN ゲストハウス2F,34.34,134.05,16:00-21:00；火水+不定休(以IG為準),在地媒體報導,"¥1,000–2,000","https://www.google.com/maps/search/?api=1&query=34.34,134.05",2026-07-29
457,精進カフェ 宙 sora(高松),四國,"精進料理(需預約,無五葷)｜全素/精進",高松・市區,香川県高松市(詳細地址需去電確認),34.34,134.04,需預約制(不定),my-kagawa 官方介紹,"約 ¥1,500","https://www.google.com/maps/search/?api=1&query=34.34,134.04",2026-07-29
458,こかげ(高松屋島),四國,純素午餐+足部按摩｜全素 Vegan,高松・屋島山麓,香川県高松市屋島地區,34.35,134.1,午餐時段(需查/預約),官網,"約 ¥1,500","https://www.google.com/maps/search/?api=1&query=34.35,134.1",2026-07-29
459,カフェ・いっぽ(直島),四國,直島蔬菜盤午餐(蔬食友善・需預約告知),直島（本村）,香川県香川郡直島町本村696-3,34.46,133.99,火8:00-16:00/17:00-19:00・水〜日8:00-16:00；月+不定休,naoshima.net,"¥1,300","https://www.google.com/maps/search/?api=1&query=34.46,133.99",2026-07-29
460,タネむすび堂(小豆島),四國,自然栽培穀物菜食｜全素 Vegan,小豆島（池田）,香川県小豆郡小豆島町池田1088-5,34.48111,134.23275,12:00-16:00；不定休(IG更新),Vegewel 收錄,"約 ¥1,500","https://www.google.com/maps/search/?api=1&query=34.48111,134.23275",2026-07-29
461,LJ エルジェイ(德島),四國,有機藥膳(無麩質)｜全素 Vegan,德島・市區（川内町）,徳島県徳島市川内町平石古田36-1-2,34.1,134.58,11:30-20:00(LO19:30)；月木日休,官網,"¥1,200–2,000","https://www.google.com/maps/search/?api=1&query=34.1,134.58",2026-07-29
462,レストラン ボルベール Volver(高知),四國,義式/藥膳(蔬食友善・指定vegan菜單),高知・市區（南御座）,高知県高知市南御座16-23,33.56,133.57,午11:30-15:00(LO14:15)・晚18:00-21:00(LO20:15)；水+不定休,hotpepper 收錄,"午 ¥1,500 起","https://www.google.com/maps/search/?api=1&query=33.56,133.57",2026-07-29
